,name,host_name,host_location,host_response_time,host_is_superhost,host_listings_count,host_identity_verified,latitude,property_type,accommodates,bedrooms,price,maximum_nights,maximum_minimum_nights,maximum_maximum_nights,maximum_nights_avg_ntm,availability_60,availability_365,number_of_reviews_ltm,last_review,review_scores_cleanliness,review_scores_location,instant_bookable,calculated_host_listings_count_entire_homes,calculated_host_listings_count_shared_rooms
21,Lovely typical flat in the old Lyon,Mila & Julien,"Lyon, France",within an hour,t,3.0,t,45.75793,Entire rental unit,2,2.0,102.0,1125,365,1125,1125.0,60,365,0,2021-07-24,4.78,4.93,t,2,0
22,"cottage in ""Monchat""",Nicolas,"Lyon, France",,f,1.0,t,45.74342,Entire townhouse,4,2.0,146.0,15,3,15,15.0,0,74,0,2022-09-21,4.98,4.67,f,1,0
23,Un grand appartement à Lyon,Sylvain,"Lyon, France",within a few hours,t,1.0,t,45.74071,Entire rental unit,6,4.0,140.0,20,4,20,20.0,0,24,8,2024-12-08,4.95,4.65,f,1,0
24,Chambre Presqu'île,Florian,"Lyon, France",,f,1.0,t,45.75293,Private room in rental unit,2,,,1125,1,1125,1125.0,0,0,0,2015-08-28,4.62,5.0,f,0,0
25,Lovely  Apt 10mn from Lyon center,Françoise,"Sainte-Foy-lès-Lyon, France",,f,1.0,t,45.7486,Entire townhouse,6,1.0,,40,2,40,40.0,0,0,0,2020-02-19,4.9,4.48,f,1,0
26,"""L'ENDROIT"" in the City Center",Emilie,"Saint-Péray, France",within an hour,f,26.0,t,45.75158,Entire rental unit,4,0.0,69.0,1125,28,1125,1125.0,6,199,3,2024-06-22,4.55,4.44,f,19,0
27,"""LA HALLE"" with balcony and carpark",Emilie,"Saint-Péray, France",within an hour,f,26.0,t,45.73417,Entire rental unit,2,,,1124,28,1125,1125.0,0,0,0,2021-10-05,4.73,4.33,f,19,0
28,"""LE DECOR"" - Calm and Downtown",Emilie,"Saint-Péray, France",within an hour,f,26.0,t,45.75158,Entire rental unit,2,0.0,49.0,1124,28,1124,1124.0,31,241,3,2024-05-21,4.62,4.69,f,19,0
29,Quiet + leafy: Le Jardin des Etats,Willi Danelzik,"Lyon, France",within an hour,t,1.0,t,45.73096,Entire rental unit,2,1.0,60.0,150,2,1125,1125.0,38,264,9,2024-11-27,4.92,4.75,t,1,0
30,Bright and modern studio near Part Dieu,Stéphane,,,f,1.0,t,45.76224,Entire condo,2,0.0,68.0,150,1,150,150.0,0,0,7,2024-09-19,4.75,4.95,t,1,0
31,Duplex avec jardin - Lyon centre,Anaïs,"Lyon, France",,f,1.0,t,45.77286,Entire rental unit,8,4.0,,1125,2,1125,1125.0,0,0,0,2023-08-14,4.75,4.89,f,1,0
32,Charming flat Croix Rousse,Stéphanie,"Lyon, France",within an hour,t,1.0,t,45.77486,Entire rental unit,3,1.0,70.0,10,2,10,10.0,12,249,25,2024-11-24,4.75,4.86,f,1,0
33,Un nid avec vue en plein centre !,Line,"Auvergne-Rhône-Alpes, France",within an hour,f,2.0,t,45.76792,Entire rental unit,2,1.0,74.0,120,3,1125,1125.0,18,262,21,2024-09-07,4.06,4.78,t,1,0
34,Private Room,Sabrina,"Lyon, France",,f,1.0,t,45.76256,Private room in rental unit,2,3.0,,3,1,3,3.0,0,0,0,2015-01-14,4.81,4.25,f,0,0
35,"""LE CRAYON"" -  Part Dieu",Emilie,"Saint-Péray, France",within an hour,f,26.0,t,45.76289,Entire rental unit,4,1.0,60.0,1124,28,1125,1125.0,0,60,2,2024-11-16,4.7,4.86,f,19,0
36,645 sq ft (60m²)  apartment downtown lyon  2BR 1BA,Marc,"Lyon, France",within an hour,f,1.0,t,45.75673,Entire rental unit,4,2.0,72.0,180,3,180,180.0,0,166,0,2022-07-10,4.63,4.75,f,1,0
37,APARTMENT INCOMPARABLE PLACE OF THE LYON,Labourselyon,"Lyon, France",,f,1.0,t,45.76413,Entire rental unit,4,2.0,190.0,1124,15,1124,1124.0,0,97,0,2018-10-22,4.5,4.88,f,1,0
38,Loft heart of Lyon ideal for family,Anthony (& Claire),"Lyon, France",,t,1.0,t,45.75874,Entire rental unit,8,5.0,240.0,14,3,14,14.0,1,1,13,2024-12-08,4.92,4.85,f,1,0
39,GD STAND - BUSINESS OR HOLIDAYS- 4*,Carole,"Collonges-au-Mont-d'Or, France",within an hour,t,5.0,t,45.76964,Entire serviced apartment,6,2.0,180.0,92,4,92,92.0,27,332,1,2024-09-16,4.6,4.63,f,2,0
40,LYON BROTTEAUX- MEUBLE LONGUE DUREE,Carole,"Collonges-au-Mont-d'Or, France",within an hour,t,5.0,t,45.76758,Entire rental unit,6,2.0,120.0,365,45,365,365.0,51,355,3,2024-09-10,4.8,4.6,f,2,0
41,Old nice and cosy appartment,Karine,"Lyon, France",within a few hours,t,3.0,t,45.74607,Entire rental unit,6,3.0,150.0,15,2,15,15.0,24,144,12,2024-11-11,4.65,4.82,f,1,0
42,"""LE DIAMANT"" separated room +balcon",Emilie,"Saint-Péray, France",within an hour,f,26.0,t,45.75158,Entire rental unit,4,1.0,69.0,1124,28,1125,1125.0,15,225,2,2024-07-28,4.73,4.39,f,19,0
43,Chambre dans bel appartement cosy,Karine,"Lyon, France",within a few hours,t,3.0,t,45.74778,Private room in rental unit,2,1.0,59.0,1125,1,1125,1125.0,22,38,3,2024-11-21,4.92,4.83,f,1,0
44,Appt pour 8 personnes à Lyon 1er,Sophie,"Lyon, France",within an hour,t,2.0,t,45.76825,Entire rental unit,9,2.0,400.0,1125,1,1125,1125.0,30,333,18,2024-11-24,4.82,4.82,f,1,0
45,Grange Blanche 1,Cecile,"Lyon, France",within an hour,f,19.0,t,45.73959,Entire rental unit,2,0.0,60.0,1125,7,1125,1125.0,0,289,3,2024-06-24,4.56,4.64,f,14,0
46,Downtown haussmannien Apart - 3 BDR,Jp,"Lyon, France",a few days or more,t,1.0,t,45.76143,Entire rental unit,6,3.0,299.0,1125,2,1125,1125.0,1,195,5,2024-06-03,4.91,4.9,f,1,0
47,"Quiet, Colorful Apartment Close to the Opera House",Marie,"Lyon, France",within an hour,t,2.0,t,45.76914,Entire rental unit,2,1.0,110.0,15,1,1125,1125.0,31,261,75,2024-11-24,4.94,4.92,t,1,0
48,Appartement F3 LYON Croix-Rousse,Gilles,"Lyon, France",within a day,f,1.0,t,45.7715,Entire rental unit,3,2.0,75.0,320,14,320,320.0,54,359,0,2022-05-21,5.0,5.0,f,1,0
49,la maison choulans,Louis,"Lyon, France",,f,13.0,t,45.75448,Entire townhouse,5,2.0,144.0,32,6,32,32.0,5,15,11,2024-10-10,4.73,4.73,f,6,0
50,studio métro Garibaldi Part Dieu,Hubert,"Lyon, France",within an hour,f,4.0,t,45.74831,Entire rental unit,2,1.0,,1125,30,1125,1125.0,0,21,2,2024-08-31,4.79,4.4,f,3,0
51,Dans les nuages....,Cécile,,,f,1.0,t,45.77181,Private room in rental unit,2,1.0,85.0,20,5,20,20.0,58,363,0,2023-10-14,5.0,5.0,f,0,0
52,Rent nice room 1-2 persons,Gisele,"Lyon, France",within an hour,t,1.0,t,45.76025,Private room in condo,1,1.0,40.0,1125,3,1125,1125.0,52,172,15,2024-09-30,4.93,4.8,t,0,0
53,"Lyon 69004 Croix Rousse STUDIO ""CANUT"" 44 m2",Lydia,"Lyon, France",,f,1.0,t,45.77621,Entire rental unit,4,1.0,55.0,1125,7,1125,1125.0,0,0,0,2022-12-16,4.26,4.89,f,1,0
54,Heart of Lyon and nice view,Fabrice,"Lyon, France",within a few hours,t,1.0,t,45.76807,Entire rental unit,4,1.0,85.0,30,3,30,30.0,17,31,23,2024-11-26,4.88,4.93,f,1,0
55,Un jardin en ville - Parking sécurisé,Catherine,"Lyon, France",within an hour,t,1.0,t,45.75625,Entire rental unit,4,1.0,120.0,20,1,1125,1125.0,23,282,16,2024-11-30,4.97,4.77,f,1,0
56,Apartment in the heart of Lyon,Olivier,"Lyon, France",within an hour,f,1.0,t,45.76104,Entire rental unit,2,1.0,80.0,1125,5,1125,1125.0,11,107,16,2024-11-24,4.66,4.96,f,1,0
57,Appartement in center of Lyon 9,Florence,"Lyon, France",,t,1.0,t,45.77886,Entire rental unit,2,1.0,89.0,1125,2,1125,1125.0,53,358,5,2024-09-12,4.4,4.88,f,1,0
58,Nice Studio in the very center !,Emmanuel,"Lyon, France",,f,1.0,t,45.75555,Private room in guest suite,2,1.0,,360,2,360,360.0,0,104,0,2023-10-01,4.72,4.86,f,0,0
59,"Appart cosy bien situé, halles Paul Bocuse",Carine,"Lyon, France",within an hour,t,1.0,t,45.7618827819824,Entire rental unit,2,1.0,85.0,1125,3,1125,1125.0,17,315,4,2024-12-09,4.7,4.89,f,1,0
60,"Old Lyon 180° view,1250 sq+garden",Emma,"Lyon, France",within an hour,t,4.0,t,45.76037,Entire rental unit,8,3.0,314.0,1125,5,1125,1125.0,32,274,22,2024-11-17,4.25,4.87,f,4,0
61,Design Style 3* 10 mn PartDieu,Gisele,"Denicé, France",within an hour,t,7.0,t,45.74075,Entire rental unit,2,1.0,82.0,300,3,300,300.0,0,107,14,2024-08-05,4.72,4.79,f,1,0
62,"Spacieuse Villa, 5 chambres, séjour Zen garanti",Agnès,"Saint-Cyr-au-Mont-d'Or, France",within a few hours,f,39.0,t,45.80142,Private room in home,14,5.0,492.0,1125,1,1125,1125.0,60,365,6,2024-11-10,4.44,4.5,f,4,0
63,Vue sur Lyon historique - APPART N°2,Xavier,"Lyon, France",within a few hours,f,2.0,t,45.73983,Entire rental unit,2,0.0,64.0,14,3,14,14.0,55,360,0,2022-12-12,4.52,4.45,f,2,0
64,Entièrement rénové entre  Part Dieu et Tête d'Or,Riva,"Lyon, France",within an hour,f,4.0,t,45.76947,Entire rental unit,4,1.0,89.0,1125,2,1125,1125.0,28,293,22,2024-11-08,4.67,4.71,f,3,0
65,Part-dieu maison avec jardin,Lysiane,"Lyon, France",,f,1.0,t,45.75284,Entire townhouse,6,2.0,,1125,3,1125,1125.0,0,0,0,2019-12-08,4.78,4.5,f,1,0
66,Proche tramways - APPART N°1,Xavier,"Lyon, France",within a few hours,f,2.0,t,45.73983,Entire rental unit,2,1.0,72.0,12,4,12,12.0,45,153,6,2024-11-13,4.64,4.46,f,2,0
67,Chambre confortable avec SdB proche Grange-Blanche,Clémentine,"Lyon, France",,f,1.0,t,45.74528,Private room in home,2,,,31,1,31,31.0,0,0,0,,,,t,0,0
68,Maison des berges du Rhone,Boris,"Lyon, France",,f,1.0,t,45.75598,Entire townhouse,6,3.0,,20,4,20,20.0,0,0,0,2023-08-15,4.5,4.5,f,1,0
69,T2 Lyon centre Saxe Gambetta,Elise,"Lyon, France",within an hour,f,1.0,t,45.75325,Entire rental unit,4,1.0,58.0,180,5,180,180.0,5,239,0,2022-12-21,4.16,4.09,f,1,0
70,Duplex de charme / 2 ch  / 4 pers / 1 sdb,Adrien,"Lyon, France",,f,1.0,t,45.77449,Entire rental unit,4,2.0,,20,6,20,20.0,0,0,0,,,,f,1,0
71,Idéalement Placé -Les Terreaux,Hélène,"Saint-Étienne, France",within an hour,t,1.0,t,45.76751,Entire rental unit,2,1.0,75.0,365,365,365,365.0,18,188,42,2024-12-09,4.94,4.97,t,1,0
72,Room with view in Lyon center town,Fred,"Lyon, France",,t,4.0,t,45.757275,Private room in rental unit,2,,,1125,1,1125,1125.0,0,0,36,2024-09-21,4.94,4.81,f,0,0
73,HOMESTAY LYON - GUEST HOUSE IN LYON,Sophie,,,f,1.0,f,45.75659,Private room in rental unit,1,1.0,,9,7,9,9.0,0,0,0,,,,f,0,0
74,Nice and cosy studio Arpège,Sophie,"Lyon, France",within an hour,t,6.0,t,45.76783,Entire rental unit,2,0.0,65.0,1000,100,1000,1000.0,0,197,4,2024-12-07,4.69,4.85,f,5,0
75,Center bright cosy Bel Canto Opera,Sophie,"Lyon, France",within an hour,t,6.0,t,45.76916,Entire rental unit,3,2.0,75.0,1125,200,1125,1125.0,0,167,1,2024-11-23,4.52,4.91,f,5,0
76,Chambre indépendante sur jardin,Isabelle & Daniel,,within an hour,t,9.0,t,45.77903,Private room in rental unit,2,1.0,41.0,1125,2,1125,1125.0,29,332,37,2024-12-08,4.76,4.87,f,1,0
77,Perfect Place with View In the center,Alexandre,"Lyon, France",a few days or more,f,1.0,t,45.77039,Entire rental unit,2,1.0,90.0,1125,2,1125,1125.0,4,34,1,2024-08-31,4.88,4.88,f,1,0
78,Appartement à deux pas des Terreaux,Clément,"Lyon, France",,f,1.0,t,45.76912,Entire rental unit,2,1.0,,1125,365,1125,1125.0,0,0,0,2019-12-09,4.35,4.85,f,1,0
79,ORIENTAL FLAIR APT CENTRAL CHARMING,Dalilla,"Lyon, France",,f,2.0,f,45.76601,Entire rental unit,4,1.0,70.0,1125,365,1125,1125.0,0,257,0,2019-11-24,4.44,4.93,f,1,1
80,Apartment slopes Croix Rousse,Michelle,"Saint-Max, France",within an hour,t,1.0,t,45.7723,Entire rental unit,2,1.0,80.0,300,14,300,300.0,17,192,6,2024-11-20,4.67,4.92,f,1,0
81,SALON ORIENTAL COSY,Dalilla,"Lyon, France",,f,2.0,f,45.76601,Shared room in rental unit,1,1.0,27.0,7,3,7,7.0,0,251,0,2020-03-02,4.76,4.87,f,1,1
82,Bright Room with Private Bathroom,Marie-Sylvie Et Klaus,"Lyon, France",,f,2.0,t,45.74947,Private room in rental unit,2,3.0,,8,2,8,8.0,0,0,0,2017-02-27,4.88,4.65,f,0,0
83,Amazing loft in dowtown Lyon,Alexandre Et Amandine,"Lyon, France",,f,2.0,t,45.77497,Entire loft,4,2.0,,1125,2,1125,1125.0,0,0,1,2024-06-03,4.83,4.77,f,1,0
84,Appartement chaleureux au coeur du 7eme,Anna,"Lyon, France",,f,1.0,t,45.74863,Entire rental unit,4,2.0,,1125,365,1125,1125.0,0,0,0,2019-07-08,4.75,5.0,f,1,0
85,Charm & design in the hart of Lyon,Michael,"Lyon, France",,f,1.0,t,45.76257,Entire rental unit,2,1.0,,15,2,15,15.0,0,0,0,2020-10-22,4.89,4.7,f,1,0
86,Perfect Place in the Old City !,Laëtitia,"Lyon, France",within a day,f,1.0,t,45.76055,Entire rental unit,2,1.0,76.0,1125,2,1125,1125.0,16,165,88,2024-12-01,4.82,4.96,f,1,0
87,T3 de100 m2 Lyon1 pour 6 personnes,Patrick,"Lyon, France",within an hour,f,1.0,t,45.77208,Entire rental unit,6,2.0,119.0,1125,2,1125,1125.0,58,359,7,2024-12-02,4.7,4.8,f,1,0
88,Chambre au coeur de Lyon,Dominique,"Lyon, France",within a few hours,f,4.0,t,45.75161,Private room in rental unit,2,,,2,1,2,2.0,0,0,0,2020-01-17,4.88,4.83,f,0,0
89,Les mystères du Vieux Lyon,Karine,"Lyon, France",within an hour,t,1.0,t,45.76401,Entire rental unit,4,1.0,76.0,365,4,365,365.0,13,222,15,2024-12-09,4.5,5.0,f,1,0
90,Modern appartement-City center,Anne-Charlotte,"Paris, France",within an hour,t,1.0,t,45.7657852172852,Entire rental unit,2,0.0,65.0,365,2,1125,1125.0,17,261,81,2024-12-10,4.77,4.8,f,1,0
91,Lyon centre,Grégory,"Lyon, France",within a few hours,f,1.0,t,45.76839,Entire rental unit,2,1.0,100.0,5,2,5,5.0,1,104,1,2024-12-08,4.96,4.93,f,1,0
92,"Studio Old Centre Lyon, Saint Jean",Malio,"Lyon, France",within a day,f,2.0,t,45.76245,Entire rental unit,2,1.0,75.0,30,2,30,30.0,40,113,10,2024-11-28,4.61,4.93,f,2,0
93,Appart Traversant - Terrasse et Vue imprenable,A,"Lyon, France",within a few hours,f,1.0,t,45.78117,Entire rental unit,4,2.0,75.0,730,100,1125,1125.0,3,199,0,2023-04-06,4.59,4.26,t,1,0
94,"Appartement au centre, ensoleillé et dans un parc",Cecile,"Lyon, France",within a few hours,t,1.0,t,45.76859,Entire rental unit,4,3.0,191.0,60,2,60,60.0,10,10,9,2024-12-08,4.64,4.82,f,1,0
95,LE CHAPITRE - Feel at home in Lyon6,Emilie,"Saint-Péray, France",within an hour,f,26.0,t,45.7662,Entire rental unit,4,1.0,62.0,1124,28,1125,1125.0,0,166,0,2023-08-25,4.56,4.25,f,19,0
96,Loft charmant  en centre-ville,Pascale,"Lyon, France",,f,1.0,t,45.76414,Entire loft,2,1.0,70.0,1125,4,1125,1125.0,12,317,21,2024-09-30,4.31,4.86,f,1,0
97,Chambres spacieuse et lumineuse à la Croix-Rousse,Nathalie,"Lyon, France",,f,1.0,t,45.77646,Entire rental unit,2,2.0,,1125,365,1125,1125.0,0,0,0,2016-06-20,4.67,4.33,f,1,0
98,"Studio, Terrasse & parking privé gratuit",Patrick & Pascale,"Lyon, France",within an hour,t,2.0,t,45.75784,Entire rental unit,2,0.0,61.0,14,2,1125,1125.0,30,192,84,2024-12-10,4.89,4.85,f,2,0
99,Appartement Familial au coeur de la Presqu'île !,Elodie,"Lyon, France",within an hour,f,2.0,t,45.75222,Entire rental unit,8,3.0,,1125,365,1125,1125.0,53,173,0,2020-12-26,5.0,5.0,f,1,0
100,Opera Majeur - Furnished loft rental - Lyon1,2beapart,"Lyon, France",within an hour,t,51.0,t,45.7675937,Entire rental unit,2,1.0,,1125,30,1125,1125.0,0,0,3,2024-08-15,4.85,4.79,f,51,0
101,"""LE CHAPITEAU"" - close Part Dieu !",Emilie,"Saint-Péray, France",within an hour,f,26.0,t,45.76558,Entire rental unit,3,0.0,55.0,1124,28,1125,1125.0,53,263,1,2024-09-11,4.79,4.56,f,19,0
102,Cozy authentic flat in Croix Rousse slopes,Jeremy,"Lyon, France",,f,1.0,t,45.7714,Entire rental unit,4,1.0,,3,3,3,3.0,0,0,0,2023-12-09,5.0,4.0,f,1,0
103,Charmful flat in the old city Lyon,Cecile,"Lyon, France",within an hour,f,1.0,t,45.76232,Entire rental unit,4,1.0,115.0,10,2,10,10.0,39,336,1,2024-12-08,4.84,4.98,f,1,0
104,CROIX ROUSSE Quiet and bright,Marie-Joelle  - Gerard,"Lyon, France",within an hour,f,1.0,t,45.77635,Private room in rental unit,2,1.0,43.0,730,3,730,730.0,48,350,33,2024-11-28,4.91,4.86,f,0,0
105,appart CANUT 42m2 plein centre lyon,Lat,"Lyon, France",,f,1.0,f,45.77237,Entire rental unit,2,1.0,,1125,365,1125,1125.0,0,0,0,2017-12-10,5.0,5.0,f,1,0
106,On the Croix-Rousse.. with a view!,Laëtitia,"Lyon, France",,f,1.0,t,45.77439,Entire rental unit,4,1.0,,1125,365,1125,1125.0,0,0,0,2014-12-07,5.0,5.0,f,1,0
107,Studio Lyon Centre near Opéra,Nadege,"Lyon, France",,f,1.0,f,45.76656,Entire rental unit,2,1.0,82.0,1125,2,1125,1125.0,0,181,0,2023-10-08,4.87,4.95,f,1,0
108,Très beau T5 surplombant Lyon,Maude,"Lyon, France",within a day,f,1.0,t,45.76984,Entire rental unit,7,4.0,125.0,1125,1,1125,1125.0,25,328,0,2021-12-12,5.0,5.0,f,1,0
109,T3 plein centre - Fête des Lumières,Pauline,"Lyon, France",,f,1.0,t,45.76995,Entire rental unit,6,2.0,240.0,1125,365,1125,1125.0,60,365,0,2019-12-08,4.67,5.0,f,1,0
110,Appartement de charme,Blandine,"Lyon, France",,f,1.0,t,45.76941,Entire rental unit,4,1.0,,1125,365,1125,1125.0,0,0,0,2017-06-18,4.6,4.47,f,1,0
111,Opéra-Mineur - Furnished loft rental - Lyon 1,2beapart,"Lyon, France",within an hour,t,51.0,t,45.7675937,Entire rental unit,2,1.0,51.0,1125,30,1125,515.9,0,243,0,2021-12-20,4.87,4.96,f,51,0
112,Ideal fête des Lumières appartement Bellecour,Noemie,"Lyon, France",,f,1.0,t,45.75629,Entire rental unit,4,1.0,,2,2,2,2.0,0,0,0,2022-12-11,4.0,5.0,f,1,0
113,Modern flat in the center of Lyon,Patrick,"Lyon, France",within a few hours,f,1.0,t,45.75734,Entire rental unit,4,2.0,110.0,360,2,360,360.0,11,140,47,2024-12-11,4.77,4.98,f,1,0
114,Appartement en plein centre de Lyon,Sophie,,within a few hours,f,1.0,t,45.75661,Entire rental unit,6,4.0,360.0,1125,3,1125,1125.0,54,84,2,2024-09-07,5.0,4.88,f,1,0
115,Beautiful apartment in the centre of the Old Lyon,Florence,"Lyon, France",,f,1.0,t,45.76645,Entire rental unit,4,2.0,,1125,365,1125,1125.0,0,0,0,2019-12-07,4.6,4.95,f,1,0
116,LE CHAMBORD - close Part Dieu,Emilie,"Saint-Péray, France",within an hour,f,26.0,t,45.76558,Entire rental unit,2,0.0,60.0,1124,28,1125,1125.0,35,35,0,2021-01-17,4.56,4.5,f,19,0
117,Appartement  au cœur du vieux Lyon,Claire,"Lyon, France",within an hour,f,2.0,t,45.76391,Entire loft,13,3.0,380.0,100,1,1125,1125.0,49,351,26,2024-12-06,4.69,4.77,t,1,0
118,Charmante chambre Lyon centre,Martine,"Lyon, France",within an hour,t,1.0,t,45.75409,Private room in rental unit,2,1.0,61.0,30,1,30,30.0,34,332,93,2024-12-12,4.97,4.87,f,0,0
119,"Fête des Lumières, ""St Marie""",Pierre,"Lyon, France",within a few hours,t,1.0,t,45.76222,Entire rental unit,6,3.0,300.0,5,2,5,5.0,0,185,8,2024-12-08,4.89,4.95,f,1,0
120,chambre Lyon fête des lumières,Julie,"Lyon, France",,f,3.0,t,45.76624,Private room in rental unit,2,,,1125,1,1125,1125.0,0,0,0,2013-12-10,5.0,5.0,f,1,0
121,Charme et confort au cœur de Lyon,Françoise,"Lyon, France",within an hour,t,1.0,t,45.75874,Entire rental unit,6,2.0,90.0,90,2,90,90.0,39,155,48,2024-12-06,4.89,4.97,f,1,0
122,Appartement sur les quais du Rhône,Christelle,"Lyon, France",,f,1.0,t,45.73964,Entire guesthouse,4,2.0,,900,365,900,900.0,59,89,0,2021-09-24,4.47,4.53,f,1,0
123,Quiet room near public transports,Stephane,"Lyon, France",,f,1.0,t,45.75285,Private room in rental unit,2,,,1125,2,1125,1125.0,0,0,0,2015-09-11,4.84,4.32,f,0,0
124,Lyon red cross holiday period,Anne,"Lyon, France",within an hour,f,1.0,t,45.77589,Entire rental unit,5,3.0,113.0,6,2,6,6.0,2,2,17,2024-12-08,4.41,4.87,f,1,0
125,Grand appartement au coeur de Lyon,Aurore,"Lyon, France",,f,1.0,f,45.75355,Entire rental unit,4,2.0,,1125,365,1125,1125.0,0,0,0,,,,f,1,0
126,Quiet appartment city center Lyon,Dulcie,"Lyon, France",,f,2.0,t,45.75118,Entire rental unit,4,2.0,,1125,365,1125,1125.0,0,0,0,2017-10-22,5.0,4.86,f,2,0
127,"Charmant appartement, vue Fourvière",Florence,"Lyon, France",within a few hours,t,1.0,t,45.75937,Entire rental unit,4,1.0,100.0,1125,2,1125,1125.0,16,200,11,2024-12-07,4.52,4.94,f,1,0
128,85 m2  centre de lyon rue piètonne,Marie-Helene,"Curbigny, France",within a few hours,f,1.0,t,45.7626914978027,Entire rental unit,6,2.0,156.0,365,3,365,365.0,44,318,3,2024-11-03,3.97,4.83,f,1,0
129,"Small bedroom, in Lyon center",Sabrina,"Lyon, France",a few days or more,f,1.0,t,45.77138,Private room in rental unit,2,1.0,41.0,30,3,30,30.0,10,129,19,2024-09-14,4.65,4.92,f,0,0
130,Joli appartement T2 au cœur de Lyon,Élise,"Lyon, France",,f,1.0,f,45.76937,Entire rental unit,3,2.0,,1125,365,1125,1125.0,0,0,0,2018-09-12,4.82,4.88,f,1,0
131,Fête des Lumières Croix Rousse,Christel,"Lyon, France",,f,1.0,f,45.77393,Entire rental unit,4,1.0,,1125,365,1125,1125.0,0,0,0,,,,f,1,0
132,Charming B&B in Lyon Center,Emmanuel,"Lyon, France",within an hour,t,1.0,t,45.79966,Entire townhouse,5,2.0,70.0,30,2,1125,1125.0,4,195,10,2024-11-10,4.84,4.84,t,1,0
133,Appartement de 50m² à bellecour,Elodie,,,f,1.0,f,45.76078,Entire rental unit,2,1.0,,1125,365,1125,1125.0,0,0,0,,,,f,1,0
134,Fête des lumières à la Croix Rousse,Sonia,"Lyon, France",,f,1.0,f,45.77386,Entire rental unit,4,1.0,,1125,365,1125,1125.0,0,0,0,,,,f,1,0
135,Beau T2 saxe gambetta modern/retro,Carole,"Lyon, France",within a few hours,f,4.0,t,45.7506,Entire rental unit,4,1.0,90.0,1125,32,1125,1125.0,15,222,4,2024-08-08,4.41,4.82,t,2,0
136,Charming loft 2r - Vieux Lyon-old town - Nice view,Celine,Switzerland,,f,1.0,t,45.7669,Entire rental unit,2,1.0,,30,5,1125,1125.0,0,0,13,2024-09-15,4.98,4.95,f,1,0
137,Appartement Vieux Lyon. St Jean,Anne,"Lyon, France",,f,1.0,f,45.76384,Entire rental unit,2,1.0,,1125,365,1125,1125.0,0,0,0,2013-12-09,5.0,5.0,f,1,0
138,room (free for children),Lucile Et Renaud,"Lyon, France",within a day,f,1.0,t,45.76888,Private room in rental unit,2,1.0,50.0,1125,2,1125,1125.0,11,300,3,2024-09-21,4.65,4.86,f,0,0
139,Idéal fête lumières vue sur Lyon,Axelle,"Lyon, France",,f,1.0,f,45.75718,Shared room in rental unit,2,,,1,1,1,1.0,0,0,0,,,,f,0,1
140,Jolie chambre sur une péniche,Nathalie,"Lyon, France",within a few hours,f,3.0,t,45.7718,Private room in boat,2,1.0,150.0,1125,2,1125,1125.0,16,16,1,2024-12-08,4.58,4.79,f,0,0
141,Ozanam - T2 with terrace - Lyon 4,2beapart,"Lyon, France",within an hour,t,51.0,t,45.7735774,Entire rental unit,2,1.0,,1125,365,1125,1125.0,0,0,0,2022-08-03,4.6,4.8,f,51,0
142,"Lyon centre, grand appartement au calme",Laurence,"Lyon, France",within a day,f,1.0,t,45.75333,Entire rental unit,4,1.0,190.0,15,2,15,15.0,23,281,5,2024-12-08,4.79,4.69,f,1,0
143,Appart à louer dans le Vieux Lyon,Nicolas,"Lyon, France",,f,1.0,f,45.76559,Entire rental unit,2,1.0,,1125,365,1125,1125.0,0,0,0,,,,f,1,0
144,Duplex de 43m2 3pers Centre Ville,Catherine,"Lyon, France",within a few hours,t,1.0,t,45.77445,Entire rental unit,3,2.0,80.0,1125,7,1125,1125.0,9,238,3,2024-03-31,4.77,4.77,f,1,0
145,Magnifique appartement Lyon centre 170m² - 10 pers,Charlotte,"Lyon, France",,f,1.0,t,45.76948,Entire rental unit,8,4.0,,1125,2,1125,1125.0,0,0,0,2017-01-26,4.8,4.81,f,1,0
146,Au coeur de lyon 6,Celine,"Lyon, France",within an hour,f,1.0,t,45.7659899308129,Private room in rental unit,2,1.0,45.0,7,1,7,7.0,12,132,1,2024-01-31,4.58,4.7,f,0,0
147,Welcome in my sweet home (Lyon 9è),Florence,"Lyon, France",within an hour,f,1.0,t,45.77378,Entire rental unit,2,1.0,80.0,28,4,28,28.0,40,160,1,2024-03-29,4.94,4.71,f,1,0
148,Vieux Lyon quiet  view St Jean and roofs,Emma,"Lyon, France",within an hour,t,4.0,t,45.75901,Entire rental unit,4,1.0,79.0,300,4,300,300.0,39,297,36,2024-12-12,4.18,4.92,f,4,0
149,Grande chambre verte et pièces attenantes,Stéphanie,"Lyon, France",,f,2.0,f,45.77332,Private room in rental unit,5,2.0,,58,2,58,58.0,0,0,0,2016-01-29,4.78,4.44,f,0,0
150,Loft Jeanne d'Arc  Maison individuelle Clim.,Sophie,"Lyon, France",within an hour,t,1.0,t,45.75143,Entire townhouse,4,1.0,84.0,1125,365,1125,1125.0,0,238,22,2024-11-11,4.86,4.77,f,1,0
151,T2 neuf au coeur de la presqu'île,Delphine,"Meyzieu, France",within a day,f,9.0,t,45.7624320983887,Entire rental unit,4,3.0,,365,365,365,365.0,59,179,1,2024-02-29,4.0,4.8,f,1,0
